Crash_ID,Unit_Nbr,Drvr_Lic_Restric_ID
13663309,1,1
13663309,2,1
13663310,1,19
13663310,2,19
13663311,1,20
13663312,1,1
13663313,1,19
13663313,2,19
13663314,1,19
13663314,2,19
13663315,1,19
13663315,2,19
13663316,1,19
13663316,2,19
13663317,1,1
13663317,2,19
13663318,1,19
13663319,1,19
13663319,2,19
13663320,1,1
13663320,2,1
13663321,1,19
13663321,2,19
13663322,1,99
13663322,2,19
13663323,1,19
13663323,2,19
13663324,1,19
13663324,2,99
13663325,1,99
13663325,2,19
13663366,1,1
13663366,2,1
13663366,3,1
13663367,1,19
13663367,2,99
13663368,1,21
13663369,1,98
13663369,2,19
13663370,1,20
13663370,2,19
13663371,1,99
13663371,2,19
13663371,3,19
13663372,1,19
13663372,2,19
13663373,1,19
13663373,2,19
13663374,1,1
13663374,2,19
13663375,1,98
13663375,2,20
13663376,1,19
13663376,2,19
13663377,1,1
13663377,2,19
13663378,1,20
13663379,1,19
13663379,2,19
13663379,3,19
13663380,1,19
13663380,2,1
13663380,3,19
13663381,1,19
13663381,2,19
13663382,1,19
13663382,2,19
13663383,1,19
13663384,1,19
13663403,1,20
13663404,1,19
13663404,2,98
13663405,1,1
13663406,1,19
13663407,1,98
13663407,2,1
13663408,1,1
13663408,2,19
13663409,1,99
13663410,1,1
13663410,2,19
13663411,1,19
13663412,1,19
13663412,2,1
13663413,1,19
13663414,1,19
13663414,2,1
13663415,1,1
13663415,2,19
13663415,3,1
13663415,4,19
13664757,1,23
13664757,2,1
13665479,1,19
13665479,2,19
13665480,1,19
13665480,2,19
13665481,1,19
13665481,2,19
13665482,1,99
13665483,1,19
13665483,2,19
13665483,3,19
13665485,1,19
13665485,2,1
13665486,1,98
13665694,1,20
13665695,1,19
13665829,1,1
13665832,1,1
13665832,2,19
13665832,3,19
13665833,1,19
13665833,2,19
13665834,1,1
13665834,2,99
13665835,1,19
13665836,1,19
13665836,2,19
13665837,1,19
13665837,2,1
13665838,1,19
13665839,1,20
13665839,2,20
13665839,3,19
13665840,1,19
13665840,2,19
13665841,1,1
13665841,2,99
13665842,1,19
13665842,2,19
13665843,1,19
13665843,2,19
13665844,1,21
13665844,2,19
13665845,1,99
13665845,2,19
13665846,1,99
13665847,1,20
13665985,1,1
13665985,2,1
13665986,1,19
13665987,1,3
13665987,2,3
13665988,1,19
13665988,2,19
13665989,1,19
13665989,2,98
13665990,1,19
13665990,2,19
13665991,1,19
13665991,2,1
13665992,1,19
13665992,2,19
13665992,3,98
13665993,1,1
13665994,1,98
13665994,2,19
13666040,1,19
13666040,2,19
13666041,1,98
13666042,1,19
13666042,2,20
13666043,1,99
13666044,1,19
13666044,2,19
13666044,3,19
13666045,1,98
13666045,2,19
13666046,1,19
13666046,2,19
13666047,1,20
13666047,2,19
13666047,3,19
13666047,4,19
13666048,1,1
13666048,2,19
13666049,1,19
13666049,2,1
13666050,1,20
13666050,2,19
13666050,3,19
13666051,1,19
13666052,1,19
13666053,1,20
13666053,2,19
13666054,1,19
13666054,2,1
13666055,1,19
13666055,2,19
13666056,1,98
13666056,2,19
13666057,1,19
13666058,1,19
13666058,2,19
13666234,1,19
13666234,2,19
13666884,1,99
13667862,1,99
13667863,1,99
13668068,1,19
13668068,2,1
13668069,1,99
13668069,2,20
13668070,1,20
13668070,2,19
13668071,1,1
13668072,1,19
13668073,1,19
13668074,1,19
13668074,2,98
13668074,3,19
13668074,4,20
13668075,1,20
13668075,2,99
13668076,1,1
13668077,1,19
13668077,2,19
13668078,1,20
13668078,2,19
13668080,1,19
13668081,1,19
13668082,1,99
13668083,1,19
13668083,2,19
13668083,3,19
13668083,4,19
13668084,1,98
13668084,2,1
13668187,1,19
13668187,2,19
13668187,3,1
13668188,1,19
13668188,2,1
13668189,1,20
13668189,2,20
13668190,1,19
13668190,2,19
13668190,3,1
13668191,1,20
13668191,2,99
13668192,1,98
13668192,2,19
13668192,3,19
13668192,4,1
13668192,5,19
13668193,1,20
13668193,2,19
13668194,1,19
13668194,2,19
13668195,1,19
13668195,2,19
13668195,3,19
13668196,1,19
13668196,2,19
13668197,1,1
13668197,2,1
13668197,3,19
13668198,1,19
13668198,2,19
13668199,1,11
13668200,1,19
13668200,3,20
13668201,1,20
13668201,2,20
13668202,1,1
13668202,2,20
13668203,1,19
13668203,2,1
13668204,1,19
13668204,2,19
13668204,3,19
13668204,4,19
13668205,1,19
13668205,2,1
13668206,1,19
13668206,2,19
13668259,1,19
13668259,2,19
13668260,1,19
13668260,2,1
13668261,1,19
13668261,2,19
13668261,3,19
13668262,1,19
13668262,2,19
13668263,1,19
13668263,2,19
13668264,1,99
13668264,2,1
13668265,1,19
13668266,1,19
13668266,2,1
13668267,1,1
13668267,2,99
13668268,1,19
13668268,2,19
13668268,3,19
13668269,1,1
13668269,2,19
13668270,1,1
13668270,2,19
13668270,3,1
13668270,4,19
13668271,1,19
13668271,2,1
13668272,1,1
13668273,1,98
13668273,2,1
13668273,3,1
13668274,1,19
13668274,2,19
13668274,3,19
13668275,1,19
13668275,2,98
13668276,1,20
13668276,2,99
13668276,3,19
13668277,1,20
13668277,2,98
13668277,3,1
13668277,4,10
13668310,1,19
13668310,2,19
13668311,1,20
13668312,1,98
13668312,2,99
13668313,1,99
13668313,2,19
13668314,1,19
13668314,2,19
13668315,1,20
13668315,2,19
13668315,3,19
13668316,1,19
13668316,3,1
13668317,1,1
13668317,2,98
13668318,1,19
13668318,2,20
13668319,1,20
