Crash_ID,Unit_Nbr,Drvr_Lic_Endors_ID
14842077,1,96
14842077,2,96
14842078,1,8
14842078,2,96
14842079,1,96
14842080,1,96
14842081,1,8
14842082,1,8
14842082,2,8
14842083,1,96
14842083,2,96
14842084,1,96
14842084,2,96
14842085,1,96
14842086,1,96
14842122,1,8
14842122,2,96
14842123,1,96
14842123,2,96
14842124,1,96
14842125,1,96
14842126,1,96
14842127,1,96
14842127,2,96
14842128,1,8
14842128,2,8
14842128,3,8
14842129,1,96
14842130,1,98
14842130,2,5
14842131,1,8
14842131,2,96
14842133,1,96
14842133,2,96
14842133,3,96
14842134,1,96
14842134,2,96
14842135,1,8
14842135,2,8
14842136,1,96
14842136,2,96
14842136,3,98
14842137,1,96
14842137,2,96
14842138,1,96
14842138,2,96
14842139,1,8
14842139,2,96
14842140,1,96
14842140,2,96
14842141,1,96
14842141,2,96
14842142,1,8
14842142,2,96
14842143,1,96
14842143,2,8
14842144,1,8
14842144,2,8
14842145,1,96
14842146,1,8
14842146,2,96
14842147,1,96
14842182,1,96
14842182,2,96
14842183,1,96
14842183,2,8
14842184,1,98
14842185,1,99
14842185,2,96
14842185,3,96
14842185,4,96
14842186,1,8
14842187,1,96
14842187,2,96
14842188,1,96
14842188,2,96
14842189,1,96
14842189,2,96
14842189,3,96
14842189,4,96
14842189,5,8
14842190,1,96
14842190,2,96
14842191,1,96
14842191,2,96
14842192,1,96
14842193,1,99
14842193,2,96
14842194,1,96
14842195,1,96
14842196,1,8
14842197,1,96
14842197,2,96
14842198,1,98
14842198,2,96
14842200,1,96
14842201,1,96
14842201,2,96
14842202,1,5
14842202,2,96
14842203,1,96
14842203,2,96
14842204,1,96
14842205,1,96
14842205,2,96
14842205,3,96
14842205,4,5
14842218,1,96
14842218,2,96
14842225,1,99
14842225,2,98
14842225,3,96
14842225,4,96
14842225,5,96
14842225,6,96
14842252,1,96
14842252,2,96
14842252,3,96
14842253,1,96
14842253,2,96
14842254,1,8
14842254,2,96
14842254,3,96
14842254,4,96
14842255,1,8
14842255,2,96
14842256,1,96
14842256,2,96
14842256,3,98
14842257,1,99
14842258,1,96
14842258,2,96
14842259,1,96
14842259,2,96
14842259,3,96
14844412,1,96
14844412,2,96
14844413,1,99
14844414,1,96
14844414,2,96
14844415,1,96
14844416,1,99
14844416,2,99
14844457,1,96
14844457,2,96
14844458,1,98
14844459,1,96
14844460,1,96
14844460,2,96
14844460,3,96
14844462,1,96
14844462,2,96
14844463,1,99
14844463,2,96
14844463,3,96
14844464,1,96
14844464,2,96
14844464,3,96
14844464,4,96
14844465,1,96
14844465,2,96
14844466,1,96
14844466,2,96
14844467,1,8
14844467,2,96
14844469,1,96
14844469,2,96
14844469,3,8
14844470,1,96
14844470,2,96
14844471,1,96
14844471,2,96
14844471,3,99
14844472,1,99
14844472,2,96
14844472,3,96
14844473,1,96
14844473,2,96
14844473,3,99
14844473,4,99
14844474,1,8
14844474,2,99
14844475,1,96
14844475,2,96
14844476,1,96
14844476,2,96
14844476,3,96
14844477,1,96
14844477,2,96
14844478,1,96
14844478,2,99
14844479,1,99
14844479,3,96
14844480,1,99
14844480,2,99
14844480,3,99
14844480,4,99
14844481,1,96
14844481,2,96
14844481,3,96
14844481,4,96
14844569,1,96
14844569,2,96
14845586,1,96
14845586,2,3
14845586,3,96
14845586,4,8
14848766,1,96
14848766,2,99
14848767,1,96
14848768,1,8
14848769,1,98
14848769,2,99
14848769,3,99
14848770,1,8
14848770,2,96
14848771,1,96
14848771,2,96
14848794,1,96
14848794,2,96
14848795,1,96
14848796,1,96
14848797,1,8
14848797,2,96
14848798,1,96
14848799,1,98
14848799,2,96
14848800,1,8
14848800,2,96
14848801,1,96
14848801,2,96
14848802,1,8
14848802,2,8
14848802,3,96
14848803,1,96
14848803,3,96
14848804,1,96
14848804,2,96
14848804,3,96
14848804,4,96
14848805,1,96
14848805,2,96
14848806,1,96
14848807,1,96
14848807,2,96
14848807,3,96
14848812,1,96
14848813,1,96
14848814,1,96
14848814,2,8
14848815,1,96
14848815,2,96
14848815,3,96
14848816,1,8
14848816,2,96
14848817,1,96
14848817,2,96
14848817,3,96
14848818,1,8
14848818,2,96
14848819,1,96
14848820,1,8
14848820,2,98
14848821,1,96
14848821,2,96
14848822,1,96
14848822,2,96
14848864,1,96
14848864,2,99
14848865,1,96
14848866,1,96
14848866,2,96
14848868,1,96
14848868,2,96
14848868,3,96
14848869,1,96
14848871,1,96
14848871,2,96
14848871,3,96
14848872,1,96
14848872,2,96
14848873,1,96
14848873,2,8
14848874,1,96
14848874,2,96
14848875,1,96
14848875,3,96
14848876,1,96
14848877,1,96
14848877,3,96
14848878,1,8
14848878,2,8
14848879,1,96
14848879,2,98
14848882,1,96
14848886,1,96
14848891,1,96
14848892,1,96
14848892,2,96
14848893,1,96
14848893,2,96
14848894,1,96
14848894,2,96
14848894,3,8
14848894,4,96
14848895,1,96
14848896,1,96
14848896,2,8
14848897,1,8
14848897,2,96
14848917,1,96
14848917,2,8
14848917,3,8
14848918,1,96
14848919,1,96
14848919,2,98
14848920,1,96
14848921,1,8
14848921,2,96
14848922,1,96
14848922,2,8
14848923,1,96
14848923,2,96
14848924,1,96
14848924,2,96
14848925,1,96
14848925,2,96
14848926,1,96
14849608,1,96
14850132,1,96
14850132,2,96
14850133,1,96
14850133,2,96
14850133,3,8
14850133,4,8
14850134,1,96
14850135,1,8
14850135,2,8
14850137,1,8
14850137,2,96
14850138,1,96
14850138,2,96
14850138,3,96
14850139,1,8
14850139,2,96
14850140,1,3
14850140,2,96
14850140,3,96
14850140,4,96
14850142,1,96
14850142,2,96
14850143,1,96
14850143,2,96
14850144,1,96
14850145,1,96
14850145,2,96
14850146,1,96
14850146,2,96
14850147,1,96
14850147,2,96
14850148,1,8
14850148,2,96
14850149,1,96
14850150,1,96
14850150,2,96
14850151,1,99
14850151,2,96
14850168,1,96
14850168,2,99
14850169,1,8
14850169,2,96
14850170,1,99
14850170,2,96
14850171,1,96
14850172,1,96
14850172,2,96
14850381,1,96
14850381,2,8
14850383,1,96
14850383,2,96
14850771,1,98
14850771,2,96
14850772,1,96
14850772,2,96
14850773,1,99
14850775,1,96
14850781,1,96
14850784,1,99
14850784,2,8
14850785,1,96
14850785,2,99
14850786,1,96
14850787,1,96
14850787,2,96
14850788,1,96
14850788,2,96
14850788,3,96
14850788,4,96
14850806,1,96
14850806,2,8
14856917,1,96
14856917,2,96
14857132,2,96
14857133,1,96
14857133,2,96
14857134,1,99
14857134,2,96
14857135,1,96
14857135,2,96
14857136,1,96
14857136,2,98
14857137,1,96
14857137,2,96
14857138,1,96
14857173,1,96
14857174,1,2
14857175,1,8
14857175,2,96
14857176,1,96
14857176,2,96
14857177,1,96
14857177,2,96
14857178,1,96
14857178,2,98
14857180,1,96
14857180,2,96
14857182,1,96
14857182,2,96
14857183,1,96
14857183,2,96
14857184,1,96
14857184,2,96
14857185,1,96
14857185,2,96
14857185,3,96
14857186,1,96
14857186,2,8
14857186,3,8
14857187,1,96
14857187,2,96
14857188,1,96
14857188,2,96
14857188,3,96
14857189,1,96
14857189,2,96
14857189,3,8
14857190,1,96
14857190,2,96
14857190,3,96
14857191,1,96
14857191,2,3
14857192,1,96
14857193,1,96
14857193,2,96
14857194,1,96
14857194,2,96
14857195,1,8
14857195,2,96
14857196,1,96
14857197,1,96
14857232,1,96
14857233,1,96
14857234,1,96
14857236,1,8
14857236,2,8
14857237,1,96
14857237,2,96
14857238,1,96
14857238,2,98
14857238,3,96
14857241,1,96
14857241,2,8
14857242,1,7
14857242,2,96
14857243,1,99
14857243,2,96
14857244,1,96
14857244,2,96
14857245,1,96
14857245,2,96
14857246,1,96
14857246,2,96
14857247,1,96
14857248,1,96
14857248,2,96
14857249,1,99
14857249,2,99
14857250,1,96
14857250,2,96
14857251,1,96
14857251,2,96
14857252,1,96
14857252,2,96
14857253,1,99
14857253,2,96
14857253,3,96
14857253,4,96
14857254,1,96
14857254,2,96
14857255,1,99
14857257,1,96
14857257,2,8
14857258,1,96
14857258,2,96
14857259,1,96
14857259,2,96
14857286,1,96
14857286,2,96
14857287,1,96
14857287,2,96
14857288,1,96
14857288,2,96
14857289,1,96
14857289,2,98
14857290,1,96
14857290,2,99
14857291,1,96
14857291,2,96
14857292,1,96
14857292,2,96
14857293,1,96
14857293,2,96
14857294,1,99
14857294,2,96
14857295,1,96
14857296,1,99
14857297,1,96
14857297,2,96
14857298,1,96
14857299,1,96
14857300,1,96
14857300,2,96
14857301,1,96
14857302,1,8
14857302,2,96
14857303,1,96
14857304,1,96
14857304,2,96
14857305,1,8
14857305,2,96
14857307,1,96
14857307,2,99
14857307,3,99
14857308,1,8
14857309,1,99
14857309,2,99
14857310,1,99
14857310,2,96
14857311,1,8
14857311,2,96
14857359,1,96
14857360,1,8
14857360,2,96
14857361,1,96
14857361,2,96
14857362,1,99
14857362,2,96
14857363,1,96
14857364,1,96
14857365,1,96
14857365,2,96
14857366,1,96
14857368,2,96
14857369,1,99
14857370,1,96
14857370,2,96
14857371,1,96
14857371,2,96
