Crash_ID,Unit_Nbr,Drvr_Lic_Restric_ID
14205930,1,1
14205961,1,1
14205961,2,19
14205962,1,19
14205963,1,19
14205963,2,19
14205964,1,19
14205966,1,99
14206001,1,19
14206001,2,20
14206008,1,1
14206008,2,1
14206010,1,19
14206010,2,1
14206012,1,20
14206013,1,1
14206013,2,19
14206035,1,1
14206035,2,1
14206037,1,19
14206037,2,19
14206038,1,19
14206038,2,19
14206039,1,1
14206039,2,1
14206040,1,19
14206040,2,19
14206052,1,19
14206052,2,1
14206052,3,98
14206053,1,98
14206053,2,19
14206053,4,19
14206054,1,19
14206055,1,99
14206055,2,19
14206056,1,99
14206078,1,1
14206079,1,1
14206079,2,1
14206080,1,1
14206080,2,1
14206085,1,59
14206085,2,19
14206098,1,98
14206099,1,19
14206099,2,19
14206110,1,19
14206110,2,19
14206176,1,99
14206958,1,20
14206958,2,19
14206965,1,98
14206982,1,99
14206982,2,19
14206982,3,1
14206982,4,19
14206983,1,19
14206983,2,19
14207008,1,99
14207008,2,19
14207597,1,19
14207597,2,19
14207797,1,19
14207797,2,19
14207797,3,1
14207798,1,99
14207798,2,99
14207909,1,19
14207909,2,98
14207960,1,19
14207960,2,19
14207961,1,20
14207961,2,1
14207961,3,1
14207962,1,1
14207962,2,1
14207963,1,19
14207963,2,98
14210475,1,14
14210717,1,19
14210717,2,19
14211440,1,20
14211440,2,19
14211440,3,99
14211441,1,20
14211493,1,23
14211493,2,20
14211494,1,20
14211494,2,19
14211505,1,20
14211505,2,98
14211506,1,19
14211509,1,19
14211547,1,19
14211547,2,19
14211547,3,19
14211562,1,19
14211562,2,1
14211563,1,19
14211563,2,19
14211564,1,98
14211565,1,19
14211566,1,20
14211566,2,19
14211610,1,19
14211610,2,19
14211611,1,1
14211611,2,19
14211612,1,19
14211613,1,1
14211613,2,1
14211614,1,1
14211614,2,19
14211615,1,19
14211615,2,19
14211687,1,19
14211687,2,1
14211688,1,1
14211688,2,19
14211688,3,19
14211689,1,19
14211689,2,19
14211690,1,19
14211691,1,98
14211691,2,19
14211692,1,19
14211692,2,20
14211724,1,19
14211724,2,19
14212224,1,19
14212224,2,19
14212225,1,19
14212225,2,19
14212225,3,19
14212227,1,19
14212227,2,19
14212286,1,19
14212286,2,99
14212287,1,1
14212287,2,20
14212288,1,1
14212288,2,19
14212289,1,19
14212289,2,19
14212320,1,19
14212320,2,19
14212321,1,20
14212322,1,19
14212323,1,99
14212324,1,19
14212324,2,19
14212327,1,19
14212327,2,19
14212359,1,1
14212359,2,19
14212359,3,1
14212361,1,19
14212361,2,19
14212363,1,19
14212364,1,19
14212364,2,1
14212383,1,1
14212383,2,19
14212385,1,19
14212385,2,19
14212411,1,19
14212411,2,1
14212411,3,1
14212411,4,1
14212469,1,1
14213861,1,19
14213861,2,98
14213868,1,22
14213871,1,20
14213871,2,19
14213873,1,20
14213880,1,19
14213880,2,1
14213887,1,99
14214349,1,19
14214349,2,1
14214349,3,1
14214362,1,19
14214362,2,20
