Crash_ID,Unit_Nbr,Drvr_Lic_Endors_ID
13059953,1,96
13059953,2,96
13060329,1,96
13060329,2,96
13067325,2,99
13067477,1,99
13067477,2,96
13067478,1,99
13067478,2,96
13067489,1,8
13067498,1,99
13067894,1,96
13070711,1,96
13072639,1,96
13072639,2,96
13072896,1,8
13072896,2,96
13079200,1,99
13079685,1,8
13079699,1,8
13079700,1,8
13079705,1,99
13079708,1,3
13079708,2,3
13079709,2,99
13079712,2,8
13079714,1,96
13079714,2,96
13079715,1,8
13079723,1,96
13079723,2,96
13079725,1,8
13079728,1,99
13079731,1,96
13079731,2,8
13079736,2,8
13079742,1,8
13079744,1,8
13079744,2,8
13079745,1,3
13079752,1,8
13079755,1,99
13079755,2,8
13079758,1,8
13079764,1,8
13079766,1,3
13079766,2,3
13079766,3,8
13079772,1,96
13079772,2,96
13079780,1,99
13079786,1,99
13079787,1,8
13079787,2,8
13079788,1,99
13079788,2,8
13079796,2,8
13079800,1,96
13079800,2,96
13079812,1,99
13079816,1,99
13079816,2,8
13079822,2,99
13079827,2,8
13080910,1,96
13080910,2,96
13081933,1,96
13081933,2,96
13081933,3,96
13081939,1,96
13081939,2,96
13081940,1,96
13081940,2,96
13081944,1,96
13081947,1,99
13081950,1,96
13081950,2,98
13081964,1,8
13081977,1,99
13082005,1,99
13082007,1,96
13082007,2,96
13082010,1,96
13082010,2,96
13082017,1,8
13082019,1,99
13082021,1,99
13082023,1,96
13082023,2,96
13082038,1,8
13082044,1,96
13085682,1,99
13085682,2,96
13085683,1,96
13085683,2,96
13085685,1,96
13085685,2,96
13085686,1,99
13085686,2,96
13085689,1,96
13085689,2,8
13085690,1,8
13085691,1,96
13085691,2,96
13085692,1,96
13087343,1,96
13087343,2,96
13087505,1,96
13090380,1,8
13090380,2,96
13092113,1,96
13092113,2,96
13093174,4,3
13093174,4,6
13093175,1,8
13093179,2,2
13093179,2,3
13093179,2,6
13093330,2,2
13093330,2,5
13094319,1,99
13094319,2,96
13094326,1,99
13094328,1,96
13094328,2,96
13094468,1,96
13094469,1,96
13094476,2,8
13094476,3,8
13094482,1,8
13094486,2,8
13094492,1,8
13094507,1,96
13094507,2,96
13094508,1,96
13094508,2,96
13094517,1,96
13094517,2,96
13094525,1,99
13094538,2,8
13094544,1,96
13094544,2,96
13094545,1,8
13094558,1,99
13094562,2,3
13094567,1,96
13094567,2,96
13094568,1,96
13094568,2,99
13094579,1,99
13094583,2,99
13094585,2,8
13094586,2,8
13094589,1,99
13094590,1,99
13094591,1,96
13094591,3,96
13094591,4,96
13094593,1,98
13094595,1,8
13094603,1,8
13094604,1,8
13094605,1,96
13094605,2,96
13094605,3,96
13094618,1,96
13094622,1,8
13094623,2,8
13094626,1,8
13094630,1,8
13094658,1,99
13094673,1,96
13094673,2,96
13094683,1,96
13094683,2,96
13094688,1,8
13094688,2,96
13094688,3,96
13094716,1,8
13094722,1,8
13094726,1,96
13094726,2,96
13095540,1,96
13097109,1,96
13097109,2,96
13097419,1,96
13097624,1,2
13097624,1,3
13097624,2,96
13101509,1,96
13101509,2,96
13102215,1,8
13102262,1,96
13102262,2,96
13105335,1,3
13106454,1,96
13106527,1,8
13107891,2,3
13108312,1,96
13109621,1,96
13109621,2,96
13109623,1,96
13109623,2,96
13109623,3,96
13109624,1,96
13109625,1,96
13109625,2,96
13109626,1,96
13109626,2,96
13109627,2,96
13109629,1,96
13109629,2,96
