Crash_ID,Unit_Nbr,Prsn_Nbr,Prsn_Type_ID,Prsn_Occpnt_Pos_ID,Prsn_Injry_Sev_ID,Prsn_Age,Prsn_Ethnicity_ID,Prsn_Gndr_ID,Prsn_Ejct_ID,Prsn_Rest_ID,Prsn_Airbag_ID,Prsn_Helmet_ID,Prsn_Sol_Fl,Prsn_Alc_Spec_Type_ID,Prsn_Alc_Rslt_ID,Prsn_Bac_Test_Rslt,Prsn_Drg_Spec_Type_ID,Prsn_Drg_Rslt_ID,Prsn_Death_Time,Sus_Serious_Injry_Cnt,Nonincap_Injry_Cnt,Poss_Injry_Cnt,Non_Injry_Cnt,Unkn_Injry_Cnt,Tot_Injry_Cnt,Death_Cnt
13060329,2,2,2,3,5,37,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,2,2,14,5,25,1,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,3,2,14,5,21,1,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,4,2,14,5,23,1,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,5,2,14,5,23,1,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,6,2,14,5,53,1,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,7,2,14,5,17,1,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,8,2,14,5,16,3,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,9,2,14,5,35,2,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,10,2,14,5,26,1,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,11,2,14,5,24,1,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,12,2,14,5,21,1,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,13,2,14,3,48,1,1,1,8,2,97,N,,,,,,,0,0,1,0,0,1,0
13067325,2,14,2,14,5,24,1,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,15,2,14,5,52,2,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067325,2,16,2,14,5,43,5,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
13067485,1,2,2,3,5,24,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
13067492,1,2,2,3,0,,0,2,1,10,2,97,N,,,,,,,0,0,0,0,1,0,0
13067496,1,2,2,3,5,43,1,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
13067496,1,3,2,6,3,32,1,2,1,8,1,97,N,,,,,,,0,0,1,0,0,1,0
13067547,1,2,2,3,5,19,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
13070711,1,2,2,3,5,45,1,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
13072896,1,2,2,3,5,20,2,1,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
13079200,2,2,3,16,2,28,1,1,4,11,1,4,N,,,,,,,0,1,0,0,0,1,0
13079200,2,3,3,16,2,31,1,2,4,11,1,4,N,,,,,,,0,1,0,0,0,1,0
13079200,2,4,3,16,2,26,1,2,4,11,1,4,N,,,,,,,0,1,0,0,0,1,0
13079695,1,2,2,3,5,25,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
13079705,1,2,2,3,5,21,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
13079705,1,3,2,6,5,23,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
